Term,LoanStatus,BorrowerRate,LenderYield,ProsperScore,ListingCategory (numeric),EmploymentStatus,LoanOriginalAmount,EstimatedLoss,EstimatedReturn,IncomeVerifiable
36,Current,0.1249,0.1149,7.0,1,Employed,3000,0.0374,0.0728,True
36,Completed,0.111,0.101,8.0,2,Employed,5000,0.02,0.0807,True
36,Completed,0.0715,0.0615,10.0,1,Full-time,5000,0.006,0.0555,True
36,Current,0.0899,0.0799,9.0,1,Employed,7000,0.02,0.0597,True
60,Chargedoff,0.2085,0.1985,8.0,1,Employed,15000,0.0565,0.1385,True
12,Completed,0.2669,0.2569,1.0,3,Self-employed,7500,0.1405,0.1047,False
36,Completed,0.2599,0.2499,7.0,6,Employed,5500,0.108,0.1357,True
36,Completed,0.0766,0.0666,10.0,1,Self-employed,3500,0.0149,0.05047,False
60,Current,0.2489,0.2389,7.0,1,Employed,4000,0.089,0.1442,True
36,Current,0.2287,0.2187,5.0,1,Employed,3000,0.099,0.1144,True
36,Current,0.2639,0.2539,3.0,1,Other,4000,0.1225,0.1093,True
60,Current,0.184,0.174,3.0,1,Employed,16000,0.0799,0.08172,True
36,Completed,0.3199,0.3099,3.0,1,Employed,2803,0.195,0.0967,True
36,Current,0.1765,0.1665,4.0,18,Self-employed,13000,0.0749,0.08022,False
36,Current,0.3177,0.3077,3.0,15,Employed,4000,0.165,0.1246,True
36,Current,0.0809,0.0709,8.0,1,Employed,3700,0.0199,0.04929,True
60,Current,0.2809,0.2709,2.0,19,Employed,4000,0.1225,0.1248,True
36,Completed,0.35,0.34,2.0,7,Employed,1400,0.24,0.0799,False
36,Completed,0.3199,0.3099,3.0,3,Self-employed,2500,0.203,0.0887,False
36,Current,0.1099,0.0999,5.0,1,Employed,3000,0.0299,0.06663,True
60,Current,0.1551,0.1451,9.0,1,Employed,16000,0.033,0.1115,True
60,Current,0.1984,0.1884,4.0,3,Employed,15000,0.0674,0.1091,True
36,Current,0.1599,0.1499,8.0,7,Other,2000,0.0549,0.0924,True
12,Completed,0.0958,0.0858,9.0,6,Employed,2500,0.0565,0.028,True
36,Current,0.1774,0.1674,8.0,1,Employed,8000,0.0649,0.0987,True
36,Current,0.14,0.13,8.0,1,Employed,35000,0.0499,0.07343999999999999,True
36,Chargedoff,0.3073,0.2973,3.0,3,Employed,3000,0.149,0.1347,True
60,Current,0.2394,0.2294,3.0,1,Employed,3750,0.1175,0.09211,True
60,Current,0.1099,0.0999,7.0,1,Employed,4000,0.0299,0.0666,True
36,Current,0.2566,0.2466,2.0,16,Employed,3000,0.1175,0.1079,True
36,Current,0.0759,0.0659,10.0,1,Employed,25000,0.0149,0.0498,True
36,Completed,0.2099,0.1999,7.0,7,Employed,5000,0.089,0.1062,True
36,Completed,0.2452,0.2352,6.0,1,Employed,15000,0.119,0.1104,True
36,Current,0.1864,0.1764,5.0,1,Employed,10500,0.0699,0.095,True
36,Current,0.2199,0.2099,3.0,18,Employed,10000,0.0925,0.1012,True
36,Completed,0.219,0.209,6.0,7,Self-employed,4000,0.07,0.1341,False
36,Current,0.2932,0.2832,5.0,1,Employed,4000,0.1425,0.115,True
36,Defaulted,0.35,0.34,6.0,3,Full-time,1000,0.147,0.1773,True
60,Current,0.2549,0.2449,3.0,2,Employed,10000,0.1225,0.10102,True
60,Current,0.162,0.152,6.0,7,Employed,5000,0.0649,0.07766,True
36,Current,0.179,0.169,2.0,3,Self-employed,15000,0.0799,0.07705,False
12,Completed,0.1177,0.1077,10.0,7,Employed,15000,0.0524,0.0495,True
60,Current,0.1199,0.1099,8.0,1,Employed,15000,0.0399,0.06526,True
60,Completed,0.2624,0.2524,5.0,3,Other,15000,0.1025,0.1295,True
60,Current,0.155,0.145,4.0,1,Employed,5000,0.0549,0.08215,True
36,Completed,0.1385,0.1285,8.0,7,Full-time,2500,0.05,0.0764,True
60,Current,0.2139,0.2039,4.0,14,Employed,10000,0.0774,0.1124,True
36,Current,0.1435,0.1335,7.0,1,Other,4000,0.0524,0.074,True
60,Current,0.2099,0.1999,5.0,1,Employed,10000,0.0749,0.1115,True
60,Completed,0.3027,0.2927,6.0,7,Employed,5500,0.112,0.1733,True
60,Current,0.1274,0.1174,9.0,1,Employed,35000,0.0424,0.0697,True
36,PastDue,0.166,0.156,8.0,1,Employed,5000,0.0624,0.08421000000000001,True
36,PastDue,0.3177,0.3077,5.0,15,Employed,4000,0.165,0.1246,True
60,Current,0.2218,0.2118,8.0,14,Employed,5500,0.0649,0.1419,True
12,Completed,0.0609,0.0509,8.0,6,Full-time,3000,0.02,0.0309,True
36,Current,0.2474,0.2374,4.0,1,Employed,4000,0.1225,0.09414,True
36,Current,0.162,0.152,7.0,1,Employed,10000,0.0599,0.08321,True
36,Current,0.1249,0.1149,8.0,1,Self-employed,15000,0.0374,0.07284,False
36,Completed,0.317,0.307,6.0,2,Full-time,1700,0.147,0.1459,True
36,Current,0.127,0.117,9.0,10,Employed,6500,0.033,0.0836,True
60,Current,0.1674,0.1574,7.0,1,Employed,21250,0.0374,0.1194,True
36,Current,0.093,0.083,7.0,1,Self-employed,15000,0.0249,0.05567999999999999,False
36,Current,0.0899,0.0799,8.0,7,Employed,5000,0.02,0.0597,True
36,Completed,0.0849,0.0749,8.0,1,Employed,15000,0.0199,0.0532,True
12,Completed,0.0499,0.0399,10.0,6,Employed,3500,0.0155,0.0245,True
36,Current,0.1159,0.1059,7.0,1,Employed,11500,0.0324,0.06967999999999999,True
36,Current,0.1249,0.1149,7.0,1,Employed,20000,0.0374,0.07284,True
60,Current,0.2024,0.1924,8.0,3,Employed,10000,0.0599,0.1214,True
36,Completed,0.092,0.082,8.0,6,Part-time,5000,0.021,0.0608,False
36,Current,0.176,0.166,4.0,19,Employed,8000,0.0699,0.08528999999999999,True
60,Current,0.1585,0.1485,4.0,7,Other,10000,0.0624,0.07712999999999999,True
60,Defaulted,0.1899,0.1799,8.0,3,Employed,11724,0.0595,0.1173,True
36,Current,0.1864,0.1764,3.0,2,Employed,8500,0.0699,0.095,True
36,Chargedoff,0.2049,0.1949,7.0,7,Employed,2800,0.089,0.1014,True
60,Current,0.1099,0.0999,6.0,2,Employed,5000,0.0299,0.0666,True
36,Current,0.127,0.117,9.0,3,Employed,15000,0.033,0.0836,True
60,Current,0.0869,0.0769,10.0,2,Retired,14000,0.0199,0.0552,True
60,Current,0.1274,0.1174,8.0,1,Employed,15000,0.0424,0.0697,True
36,Completed,0.0629,0.0529,10.0,7,Employed,2000,0.0099,0.04231,True
36,Current,0.127,0.117,8.0,1,Employed,15000,0.033,0.0836,True
36,Completed,0.1034,0.0934,9.0,1,Employed,5500,0.0274,0.0631,True
36,Chargedoff,0.1385,0.1285,8.0,6,Full-time,6000,0.05,0.0764,True
60,Current,0.2099,0.1999,5.0,2,Employed,5000,0.0749,0.1115,True
36,Current,0.184,0.174,2.0,1,Self-employed,4000,0.0749,0.08724,False
60,Current,0.2899,0.2799,7.0,1,Employed,9500,0.112,0.1609,True
60,Current,0.195,0.185,7.0,1,Employed,10000,0.0824,0.08922000000000001,True
60,Current,0.2672,0.2572,4.0,20,Employed,4000,0.1125,0.123,True
36,Current,0.2925,0.2825,4.0,7,Employed,4000,0.1475,0.10941,True
60,Current,0.201,0.191,5.0,1,Other,13000,0.0925,0.0837,True
60,Defaulted,0.2085,0.1985,8.0,1,Employed,15000,0.0565,0.1385,False
36,Current,0.0766,0.0666,10.0,1,Employed,6725,0.0149,0.05047,True
36,Chargedoff,0.1626,0.1526,8.0,7,Employed,9000,0.0565,0.0935,True
36,Completed,0.0799,0.0699,9.0,3,Employed,14000,0.01,0.0599,True
36,Current,0.1905,0.1805,3.0,1,Employed,7000,0.0849,0.08227000000000001,True
60,Chargedoff,0.2468,0.2368,7.0,7,Employed,15000,0.089,0.1422,True
60,Chargedoff,0.2489,0.2389,7.0,2,Employed,6500,0.089,0.1442,True
36,Completed,0.0899,0.0799,8.0,1,Employed,13725,0.02,0.0597,True
36,Completed,0.1515,0.1415,9.0,1,Employed,12000,0.0595,0.0796,True
36,Current,0.0769,0.0669,8.0,1,Employed,20000,0.0174,0.048060000000000005,True
36,Current,0.1354,0.1254,8.0,1,Employed,12000,0.038,0.087,True
60,Chargedoff,0.1982,0.1882,6.0,3,Employed,22000,0.0574,0.1203,True
36,Current,0.1799,0.1699,8.0,1,Other,13500,0.0595,0.1074,True
36,Completed,0.2225,0.2125,4.0,1,Employed,10000,0.1025,0.0927,True
60,Completed,0.2867,0.2767,7.0,7,Employed,4500,0.1175,0.1523,True
36,Current,0.2049,0.1949,7.0,1,Employed,7000,0.089,0.1014,True
36,Current,0.2554,0.2454,3.0,1,Employed,2000,0.1275,0.0962,True
36,Completed,0.0839,0.0739,9.0,1,Employed,7000,0.0174,0.0565,True
36,Completed,0.2024,0.1924,3.0,1,Employed,2000,0.085,0.1029,True
36,Current,0.1679,0.1579,5.0,3,Self-employed,10000,0.0599,0.0888,False
36,Current,0.0759,0.0659,9.0,1,Other,14000,0.0149,0.0498,True
60,Chargedoff,0.2687,0.2587,4.0,1,Employed,7500,0.105,0.1473,True
36,Current,0.0766,0.0666,10.0,3,Employed,8000,0.0149,0.05047,True
36,Completed,0.21,0.2,5.0,2,Full-time,2500,0.183,0.0057,True
36,Current,0.0849,0.0749,9.0,1,Employed,2000,0.0199,0.0532,True
60,Current,0.1419,0.1319,7.0,3,Self-employed,7500,0.0424,0.0836,False
36,Completed,0.1099,0.0999,9.0,1,Full-time,5200,0.0495,0.0488,True
60,Current,0.1795,0.1695,6.0,1,Self-employed,15000,0.0774,0.08027000000000001,False
60,Current,0.1274,0.1174,6.0,1,Employed,16000,0.0424,0.0697,True
36,PastDue,0.2099,0.1999,7.0,1,Employed,12500,0.0849,0.1003,True
36,Current,0.135,0.125,3.0,1,Employed,10000,0.0499,0.06867999999999999,True
36,Completed,0.316,0.306,1.0,1,Employed,7500,0.149,0.143,True
36,Completed,0.3199,0.3099,4.0,7,Employed,5000,0.147,0.1487,True
36,Current,0.2235,0.2135,3.0,1,Employed,4000,0.1075,0.08821,True
60,Current,0.1169,0.1069,8.0,1,Employed,10000,0.0324,0.0706,True
36,Current,0.1034,0.0934,6.0,1,Employed,20000,0.0274,0.0631,True
36,Completed,0.1029,0.0929,7.0,1,Full-time,7000,0.026,0.0666,True
36,Current,0.1824,0.1724,6.0,1,Employed,10000,0.0674,0.0941,True
36,Completed,0.2574,0.2474,4.0,6,Full-time,5000,0.105,0.1363,True
36,Current,0.2639,0.2539,7.0,15,Employed,2000,0.1225,0.1093,True
36,Current,0.2346,0.2246,6.0,1,Employed,4000,0.1025,0.1039,True
36,Completed,0.3177,0.3077,4.0,1,Employed,2000,0.165,0.1246,True
36,Current,0.1314,0.1214,5.0,1,Employed,20000,0.0449,0.07077,True
36,Current,0.2085,0.1985,4.0,1,Employed,6500,0.0925,0.09066,True
36,Current,0.1465,0.1365,7.0,19,Employed,10000,0.0549,0.07408,True
60,Current,0.1139,0.1039,9.0,1,Employed,11000,0.0349,0.06498999999999999,True
36,Current,0.0839,0.0739,8.0,1,Employed,6500,0.0174,0.0549,True
36,Current,0.1039,0.0939,9.0,1,Employed,14000,0.0299,0.06081,True
36,Completed,0.1939,0.1839,5.0,19,Employed,5500,0.0749,0.0965,True
60,Current,0.1314,0.1214,10.0,15,Employed,3900,0.0449,0.07077,True
60,Current,0.1159,0.1059,7.0,1,Employed,20000,0.0374,0.06417,True
36,Current,0.1679,0.1579,8.0,1,Employed,25000,0.0599,0.0953,True
36,Completed,0.1999,0.1899,8.0,1,Employed,5000,0.087,0.0985,True
36,Current,0.1765,0.1665,3.0,1,Employed,9000,0.0749,0.08022,True
60,Completed,0.1799,0.1699,9.0,7,Employed,12000,0.0595,0.1076,True
36,Current,0.285,0.275,2.0,7,Employed,10000,0.1475,0.10255999999999998,True
36,Current,0.3177,0.3077,5.0,1,Employed,3612,0.1625,0.1174,True
36,Current,0.1039,0.0939,9.0,1,Employed,20000,0.0299,0.06081,True
60,Current,0.2085,0.1985,6.0,1,Employed,10000,0.0925,0.09066,True
36,Current,0.3099,0.2999,1.0,1,Employed,4000,0.149,0.1371,True
36,Current,0.1535,0.1435,8.0,18,Employed,3000,0.0624,0.07241,True
36,Completed,0.1249,0.1149,7.0,2,Employed,3000,0.0374,0.0728,True
36,Current,0.1034,0.0934,8.0,8,Employed,9000,0.0274,0.0631,True
60,Current,0.2045,0.1945,4.0,1,Employed,6500,0.0899,0.0898,True
36,Completed,0.2599,0.2499,6.0,7,Employed,3000,0.112,0.1317,True
36,Completed,0.0779,0.0679,10.0,3,Full-time,3000,0.0155,0.0524,True
36,Current,0.0769,0.0669,8.0,3,Self-employed,10000,0.0174,0.048060000000000005,False
36,Current,0.1305,0.1205,4.0,1,Employed,6000,0.0474,0.06715,True
36,PastDue,0.1899,0.1799,7.0,7,Employed,13000,0.061,0.1147,True
36,Completed,0.0829,0.0729,8.0,1,Full-time,8000,0.026,0.0468,True
36,Chargedoff,0.1764,0.1664,8.0,7,Employed,6000,0.0595,0.104,True
36,Current,0.1249,0.1149,6.0,1,Employed,13000,0.0374,0.0728,True
60,Completed,0.2489,0.2389,7.0,14,Employed,11000,0.089,0.1442,True
60,Current,0.1535,0.1435,5.0,7,Employed,8000,0.0599,0.07517,True
36,Current,0.1449,0.1349,9.0,1,Employed,9000,0.0565,0.0761,True
36,Current,0.0769,0.0669,10.0,2,Employed,15000,0.0174,0.048060000000000005,True
36,Current,0.1656,0.1556,6.0,7,Full-time,7000,0.052,0.1009,False
60,Current,0.2468,0.2368,7.0,14,Employed,5000,0.089,0.1422,True
60,Current,0.1349,0.1249,8.0,3,Employed,15000,0.0424,0.07689,True
60,Current,0.1396,0.1296,9.0,1,Employed,10000,0.033,0.0961,True
12,Completed,0.0817,0.0717,10.0,14,Employed,5500,0.033,0.0386,True
36,Chargedoff,0.322,0.312,5.0,7,Employed,4800,0.142,0.1557,True
36,Current,0.2394,0.2294,3.0,1,Employed,3000,0.1175,0.09211,True
36,Completed,0.201,0.191,9.0,5,Full-time,2985,0.065,0.1216,True
36,Current,0.1685,0.1585,6.0,1,Employed,2650,0.0699,0.07824,True
36,Completed,0.2561,0.2461,7.0,1,Employed,7000,0.112,0.128,True
60,Completed,0.1474,0.1374,5.0,1,Employed,15000,0.0449,0.0861,True
36,Chargedoff,0.3123,0.3023,1.0,1,Self-employed,3000,0.149,0.1394,False
36,Completed,0.3244,0.3144,7.0,7,Full-time,10000,0.1,0.2064,True
36,PastDue,0.2049,0.1949,7.0,15,Employed,5500,0.089,0.1014,True
36,Completed,0.0999,0.0899,9.0,1,Employed,15000,0.038,0.0517,True
60,Current,0.1399,0.1299,8.0,1,Employed,14000,0.0449,0.0789,True
36,Defaulted,0.2199,0.2099,7.0,1,Full-time,6000,0.098,0.1068,True
36,Current,0.1039,0.0939,7.0,1,Employed,4000,0.0299,0.06081,True
36,Current,0.1768,0.1668,9.0,2,Employed,3000,0.0565,0.1074,True
36,Completed,0.329,0.319,4.0,1,Employed,7500,0.183,0.1172,True
60,Current,0.15,0.14,6.0,14,Employed,10000,0.0574,0.07463,True
36,Completed,0.19,0.18,9.0,5,Full-time,1600,0.065,0.1108,True
36,Completed,0.3275,0.3175,5.0,2,Full-time,4300,0.18,0.1188,True
36,Defaulted,0.3199,0.3099,4.0,1,Employed,5500,0.147,0.1487,True
36,Current,0.14,0.13,10.0,1,Employed,15000,0.0499,0.07343999999999999,True
36,PastDue,0.2639,0.2539,3.0,3,Employed,4000,0.1225,0.1093,False
36,Completed,0.1449,0.1349,7.0,1,Employed,10000,0.042,0.0906,True
36,Current,0.1799,0.1699,8.0,1,Employed,15000,0.0595,0.1074,True
36,Completed,0.114,0.104,8.0,7,Employed,6000,0.038,0.0657,True
60,Current,0.2489,0.2389,7.0,3,Employed,6500,0.089,0.1442,True
36,Current,0.1099,0.0999,8.0,13,Employed,6500,0.0299,0.06663,True
60,Current,0.1154,0.1054,10.0,7,Employed,20000,0.015,0.0903,True
60,Completed,0.1519,0.1419,6.0,2,Employed,10000,0.0474,0.0876,True
36,Completed,0.0765,0.0665,10.0,2,Employed,15000,0.013,0.0535,True
36,Current,0.0629,0.0529,10.0,2,Employed,5000,0.0099,0.04231,True
36,Completed,0.071,0.061,10.0,7,Full-time,1200,0.006,0.055,True
60,Current,0.2579,0.2479,6.0,1,Employed,3500,0.1075,0.1199,True
36,Chargedoff,0.3199,0.3099,5.0,7,Employed,6500,0.147,0.1487,True
36,Completed,0.2599,0.2499,6.0,1,Employed,4500,0.112,0.1317,True
36,Completed,0.0974,0.0874,8.0,6,Employed,3000,0.0249,0.06,False
36,Current,0.1199,0.1099,8.0,1,Employed,10000,0.0349,0.07078,True
60,Current,0.1905,0.1805,7.0,1,Other,5000,0.0849,0.08227000000000001,True
36,Current,0.2419,0.2319,5.0,1,Employed,5000,0.1075,0.1051,True
36,Completed,0.1,0.09,9.0,1,Full-time,3500,0.021,0.0688,True
36,Current,0.2999,0.2899,3.0,13,Other,2000,0.149,0.1276,False
60,Current,0.1169,0.1069,9.0,1,Employed,35000,0.0324,0.0706,True
36,Completed,0.0835,0.0735,9.0,1,Full-time,3500,0.021,0.0524,True
60,Current,0.0809,0.0709,9.0,2,Employed,17100,0.0199,0.04929,True
36,Current,0.0759,0.0659,10.0,2,Employed,19000,0.0149,0.0498,True
36,Completed,0.1734,0.1634,5.0,1,Self-employed,8000,0.0624,0.0973,False
36,Completed,0.193,0.183,9.0,1,Full-time,1500,0.065,0.1138,True
36,Completed,0.0716,0.0616,10.0,3,Employed,2000,0.0149,0.04554,True
60,Current,0.1845,0.1745,8.0,18,Employed,15000,0.0595,0.112,True
36,Chargedoff,0.1764,0.1664,8.0,1,Employed,4500,0.0595,0.104,True
60,Current,0.1334,0.1234,7.0,8,Employed,15000,0.0399,0.0782,True
36,Current,0.0716,0.0616,10.0,20,Employed,8000,0.0149,0.04554,True
60,Current,0.1271,0.1171,7.0,7,Employed,13461,0.0274,0.0861,True
60,Current,0.2059,0.1959,6.0,1,Full-time,25000,0.0724,0.1105,True
36,Chargedoff,0.2599,0.2499,7.0,2,Employed,4000,0.108,0.1357,True
60,Current,0.1675,0.1575,7.0,1,Employed,8000,0.0724,0.07455,True
36,Current,0.1355,0.1255,6.0,1,Employed,9000,0.0474,0.07192,True
60,Current,0.208,0.198,8.0,1,Employed,10000,0.0975,0.08474,True
36,Current,0.1359,0.1259,8.0,1,Employed,5250,0.0424,0.0778,True
60,Current,0.2398,0.2298,7.0,15,Employed,15000,0.0849,0.1281,True
36,FinalPaymentInProgress,0.2469,0.2369,3.0,1,Employed,10000,0.1175,0.099,True
60,Current,0.152,0.142,8.0,1,Employed,30000,0.0524,0.08209,True
36,Completed,0.275,0.265,6.0,1,Employed,3500,0.108,0.1504,True
60,Current,0.1296,0.1196,8.0,1,Employed,20000,0.02,0.0992,True
36,Current,0.2225,0.2125,6.0,7,Employed,7500,0.1025,0.0927,True
36,Current,0.1656,0.1556,8.0,7,Employed,3000,0.052,0.1009,True
36,Current,0.208,0.198,4.0,1,Employed,8500,0.0975,0.08474,True
60,Current,0.2499,0.2399,7.0,1,Other,7600,0.098,0.136,False
36,Current,0.176,0.166,4.0,1,Self-employed,8500,0.0699,0.08528999999999999,False
36,Completed,0.1621,0.1521,8.0,19,Employed,5000,0.0595,0.09,True
36,Completed,0.149,0.139,8.0,3,Employed,7500,0.0595,0.0772,True
12,Completed,0.1033,0.0933,6.0,1,Employed,2500,0.0424,0.0494,True
60,Current,0.2579,0.2479,3.0,18,Employed,10000,0.1075,0.1199,True
60,Current,0.2736,0.2636,4.0,6,Employed,4000,0.1175,0.1235,True
36,Current,0.1099,0.0999,5.0,1,Employed,13500,0.0324,0.06387999999999999,True
36,PastDue,0.105,0.095,6.0,1,Employed,8000,0.0274,0.06462000000000001,True
60,Current,0.208,0.198,4.0,1,Self-employed,10000,0.0975,0.08474,False
60,Current,0.1474,0.1374,7.0,1,Employed,10000,0.0449,0.0861,True
60,Chargedoff,0.1728,0.1628,9.0,2,Employed,10000,0.0399,0.1222,True
36,Current,0.3177,0.3077,4.0,7,Other,4000,0.1675,0.1221,True
60,PastDue,0.1982,0.1882,6.0,1,Employed,15000,0.0574,0.1203,True
60,Current,0.14,0.13,8.0,2,Employed,10500,0.0499,0.07343999999999999,True
60,Current,0.1169,0.1069,8.0,13,Employed,25000,0.0324,0.0706,True
60,Current,0.1385,0.1285,9.0,1,Employed,18000,0.02,0.108,True
60,Current,0.2024,0.1924,4.0,1,Employed,10000,0.0699,0.1101,True
36,Completed,0.1449,0.1349,8.0,1,Employed,5500,0.0595,0.0731,True
36,Current,0.2124,0.2024,3.0,1,Employed,7500,0.0874,0.0999,True
36,Current,0.1774,0.1674,8.0,1,Employed,2500,0.0649,0.0987,True
36,Completed,0.275,0.265,5.0,7,Employed,5000,0.108,0.1504,True
36,Current,0.2492,0.2392,7.0,1,Employed,4600,0.1125,0.1065,True
36,Completed,0.1559,0.1459,7.0,1,Full-time,15000,0.052,0.0914,True
60,Current,0.2489,0.2389,6.0,6,Employed,5000,0.089,0.1442,True
36,Completed,0.33,0.32,5.0,2,Full-time,3500,0.18,0.1212,True
36,Current,0.2499,0.2399,5.0,7,Employed,5000,0.119,0.115,True
36,Current,0.2561,0.2461,7.0,1,Employed,8000,0.112,0.128,True
36,Current,0.2324,0.2224,2.0,3,Self-employed,15000,0.1025,0.1145,False
36,Current,0.2124,0.2024,2.0,1,Employed,10000,0.0874,0.0999,True
60,Completed,0.155,0.145,8.0,1,Employed,12000,0.0549,0.08215,True
60,Current,0.2579,0.2479,2.0,1,Employed,15000,0.1075,0.1199,True
36,Current,0.3059,0.2959,2.0,7,Other,2000,0.1625,0.10662999999999999,True
60,Chargedoff,0.2199,0.2099,7.0,7,Full-time,8000,0.061,0.144,True
60,Current,0.1519,0.1419,7.0,1,Full-time,15000,0.0474,0.0876,True
36,Current,0.2492,0.2392,8.0,3,Employed,10000,0.1125,0.1065,True
36,Current,0.1414,0.1314,5.0,1,Employed,8500,0.0449,0.0803,True
12,Completed,0.2576,0.2476,5.0,1,Employed,2000,0.1385,0.0979,True
36,Current,0.0869,0.0769,10.0,1,Employed,15000,0.0199,0.05516,True
36,Current,0.2492,0.2392,3.0,1,Employed,12500,0.1125,0.1065,True
60,Chargedoff,0.2809,0.2709,3.0,15,Other,3500,0.1225,0.1248,True
36,Chargedoff,0.35,0.34,1.0,1,Full-time,1699,0.345,-0.0251,True
36,Current,0.1239,0.1139,9.0,1,Employed,4000,0.0399,0.0691,True
36,Current,0.0605,0.0505,10.0,3,Self-employed,10000,0.0074,0.0426,False
36,Completed,0.3125,0.3025,4.0,3,Employed,4000,0.183,0.1018,True
36,Current,0.1725,0.1625,4.0,1,Employed,17000,0.0724,0.07923,True
12,Completed,0.0565,0.0465,10.0,15,Employed,6500,0.0085,0.0381,True
36,Current,0.2346,0.2246,5.0,1,Employed,7000,0.1025,0.1039,True
36,Completed,0.2287,0.2187,5.0,2,Employed,6000,0.099,0.1144,True
36,Current,0.1099,0.0999,10.0,6,Employed,4000,0.0299,0.06663,True
36,Completed,0.35,0.34,4.0,7,Full-time,1000,0.183,0.1369,True
36,Current,0.271,0.261,5.0,1,Employed,4000,0.1275,0.1216,True
60,Current,0.1649,0.1549,5.0,1,Employed,25000,0.0524,0.0943,True
36,Completed,0.1899,0.1799,4.0,7,Employed,6500,0.0724,0.0955,True
60,Completed,0.3304,0.3204,1.0,3,Other,4000,0.149,0.1567,True
36,Current,0.1249,0.1149,7.0,1,Employed,14000,0.0374,0.0728,True
36,Completed,0.1265,0.1165,8.0,2,Retired,2300,0.0495,0.0651,True
12,Completed,0.19,0.18,4.0,18,Full-time,2500,0.0965,0.0793,True
36,Completed,0.2625,0.2525,8.0,1,Full-time,4000,0.1,0.1463,True
36,Current,0.3149,0.3049,4.0,1,Employed,7500,0.147,0.1439,True
60,Current,0.2469,0.2369,2.0,1,Employed,10000,0.1175,0.099,True
36,Current,0.3125,0.3025,1.0,7,Full-time,3000,0.17,0.1148,True
60,Current,0.1364,0.1264,9.0,1,Employed,5000,0.0249,0.101,True
36,Current,0.1039,0.0939,7.0,1,Employed,6000,0.0299,0.06081,True
36,Current,0.3177,0.3077,5.0,15,Employed,2000,0.1625,0.1174,True
60,Current,0.1099,0.0999,8.0,2,Employed,10000,0.0299,0.0666,True
36,Current,0.1224,0.1124,6.0,1,Employed,10000,0.0424,0.06491,True
36,Completed,0.3099,0.2999,4.0,7,Employed,2000,0.13,0.1561,False
36,Completed,0.0839,0.0739,10.0,1,Employed,22000,0.0155,0.0584,True
60,Current,0.2557,0.2457,5.0,1,Employed,15000,0.0975,0.1288,True
36,Current,0.1509,0.1409,5.0,6,Employed,2000,0.0499,0.0838,True
36,Completed,0.104,0.094,9.0,7,Employed,2500,0.035,0.0588,True
60,Current,0.1189,0.1089,10.0,2,Employed,12000,0.0374,0.06706000000000001,True
36,Current,0.155,0.145,3.0,1,Employed,15000,0.0549,0.08215,True
60,Current,0.222,0.212,4.0,1,Full-time,10000,0.065,0.142,True
60,Current,0.2498,0.2398,7.0,1,Employed,5000,0.0849,0.1492,True
36,Completed,0.2699,0.2599,8.0,1,Employed,2500,0.112,0.1414,True
36,Chargedoff,0.2999,0.2899,1.0,1,Self-employed,3300,0.149,0.1276,False
60,Current,0.1296,0.1196,8.0,1,Employed,13000,0.02,0.0992,False
36,Current,0.1239,0.1139,9.0,2,Employed,3000,0.0399,0.0691,True
36,Completed,0.065,0.055,10.0,3,Full-time,2200,0.006,0.049,True
60,PastDue,0.1465,0.1365,8.0,1,Employed,21500,0.02,0.116,True
36,Current,0.285,0.275,2.0,14,Employed,2000,0.1475,0.10255999999999998,True
60,Current,0.1355,0.1255,10.0,1,Employed,12600,0.0474,0.07192,True
36,Completed,0.3149,0.3049,4.0,1,Employed,2500,0.147,0.1439,True
36,Current,0.2474,0.2374,4.0,1,Employed,9000,0.1225,0.09414,True
36,PastDue,0.2932,0.2832,6.0,1,Employed,3200,0.1425,0.115,True
36,Chargedoff,0.2599,0.2499,6.0,1,Employed,5000,0.108,0.1357,True
36,Current,0.0879,0.0779,7.0,14,Employed,4000,0.0224,0.05342,True
60,Current,0.1219,0.1119,9.0,3,Employed,25000,0.0349,0.0727,True
36,Chargedoff,0.3199,0.3099,1.0,3,Self-employed,4000,0.165,0.1267,False
36,Completed,0.2275,0.2175,8.0,1,Full-time,6400,0.08,0.1324,True
36,Current,0.1349,0.1249,10.0,1,Employed,2000,0.0424,0.07689,True
36,Current,0.1274,0.1174,10.0,1,Employed,35000,0.0424,0.0697,True
36,Completed,0.1115,0.1015,9.0,7,Employed,3000,0.035,0.0662,True
36,Completed,0.1365,0.1265,8.0,1,Full-time,5000,0.0495,0.0749,True
36,Current,0.0974,0.0874,9.0,13,Employed,10000,0.0249,0.06,True
60,Completed,0.1847,0.1747,8.0,3,Employed,20000,0.0499,0.116,True
60,Current,0.173,0.163,8.0,1,Employed,20000,0.0674,0.08524,True
60,Current,0.096,0.086,10.0,1,Employed,12500,0.0155,0.0704,True
36,Current,0.0974,0.0874,8.0,19,Employed,4500,0.0249,0.06,True
60,Current,0.2432,0.2332,4.0,2,Employed,10500,0.0975,0.1173,True
60,Chargedoff,0.1628,0.1528,9.0,2,Employed,25000,0.0399,0.1065,True
36,Completed,0.103,0.093,8.0,1,Full-time,9000,0.021,0.0717,True
36,Current,0.2549,0.2449,4.0,1,Employed,7500,0.1225,0.10102,True
36,Current,0.0974,0.0874,9.0,2,Employed,5000,0.0249,0.0623,True
60,Current,0.176,0.166,6.0,1,Employed,8500,0.0699,0.08528999999999999,True
36,Current,0.15,0.14,4.0,19,Employed,4000,0.0574,0.07463,True
